주문시간,실제도착시간,예상도착시간,앱종류,거리,결제종류,user
2022-10-06 22:17:32,2022-10-06 23:54:05,2022-10-07 00:07:51,여기여,16.3,카드,user_462
2022-10-03 04:11:46,2022-10-03 05:33:41,2022-10-03 04:37:00,배달왕,3.78,카드,user_411
2022-12-02 23:02:33,2022-12-03 00:24:09,2022-12-03 00:45:39,여기여,3.69,현금,user_441
2022-12-04 09:06:03,2022-12-04 09:25:51,2022-12-04 09:51:45,배고팡,6.54,현금,user_103
2023-06-21 11:17:40,2023-06-21 12:02:20,2023-06-21 12:24:44,배달왕,19.29,카드,user_413
2023-08-02 11:19:52,2023-08-02 11:58:36,2023-08-02 11:48:01,배고팡,3.46,카드,user_412
2023-05-23 11:02:54,2023-05-23 12:24:56,2023-05-23 11:23:37,배고팡,10.55,카드,user_59
2023-01-26 11:54:03,2023-01-26 12:54:34,2023-01-26 12:31:03,배고팡,6.2,카드,user_32
2022-09-30 17:26:25,2022-09-30 18:44:24,2022-09-30 18:12:46,배달왕,8.71,현금,user_361
2023-05-13 20:37:23,2023-05-13 22:13:23,2023-05-13 21:11:10,여기여,10.83,현금,user_201
2022-09-29 18:05:53,2022-09-29 18:37:53,2022-09-29 18:29:07,배고팡,18.32,앱결제,user_81
2023-02-01 05:16:58,2023-02-01 05:39:38,2023-02-01 05:44:01,배달왕,13.82,현금,user_142
2023-07-11 22:58:08,2023-07-11 23:45:50,2023-07-11 23:19:10,배고팡,13.66,앱결제,user_407
2022-11-21 17:51:50,2022-11-21 19:33:57,2022-11-21 19:14:11,배고팡,1.66,현금,user_155
2023-08-07 00:48:08,2023-08-07 01:15:53,2023-08-07 01:38:44,배고팡,17.37,현금,user_388
2023-04-14 01:33:29,2023-04-14 02:54:42,2023-04-14 02:10:53,배달왕,12.71,현금,user_129
2022-08-27 22:18:36,2022-08-27 22:52:17,2022-08-27 23:19:34,배고팡,14.68,카드,user_299
2023-06-16 07:17:41,2023-06-16 08:22:00,2023-06-16 08:11:09,여기여,3.16,현금,user_259
2022-09-03 22:51:54,2022-09-04 00:19:47,2022-09-04 00:40:53,배고팡,3.83,현금,user_285
2022-11-29 04:36:25,2022-11-29 05:43:55,2022-11-29 06:01:05,여기여,14.43,현금,user_342
2023-05-28 19:29:39,2023-05-28 20:23:40,2023-05-28 20:50:19,배달왕,16.22,현금,user_345
2022-10-20 08:29:57,2022-10-20 09:23:55,2022-10-20 09:30:29,여기여,19.85,카드,user_5
2023-06-24 18:07:38,2023-06-24 18:49:22,2023-06-24 18:57:46,배달왕,1.07,앱결제,user_428
2023-07-28 11:06:09,2023-07-28 12:50:42,2023-07-28 13:04:19,배고팡,14.57,카드,user_132
2023-05-18 10:59:00,2023-05-18 11:36:07,2023-05-18 11:30:51,배달왕,5.08,카드,user_329
2022-11-06 03:54:31,2022-11-06 05:43:20,2022-11-06 06:03:10,여기여,17.61,카드,user_251
2023-07-07 08:10:45,2023-07-07 09:11:32,2023-07-07 08:34:15,여기여,19.96,카드,user_358
2023-06-07 00:16:23,2023-06-07 01:36:13,2023-06-07 02:02:13,여기여,7.44,현금,user_322
2023-03-08 16:56:30,2023-03-08 18:25:09,2023-03-08 17:38:44,배고팡,4.4,현금,user_324
2023-03-17 06:17:15,2023-03-17 06:45:21,2023-03-17 06:45:47,배달왕,17.41,카드,user_50
2022-11-06 09:04:45,2022-11-06 09:58:50,2022-11-06 10:21:16,배달왕,2.47,카드,user_107
2023-08-20 03:58:49,2023-08-20 05:09:36,2023-08-20 05:29:12,배고팡,10.54,현금,user_463
2023-05-26 14:16:20,2023-05-26 15:33:18,2023-05-26 14:40:03,여기여,5.69,앱결제,user_362
2022-11-29 03:48:16,2022-11-29 04:14:54,2022-11-29 04:37:10,배고팡,9.76,카드,user_321
2023-03-17 00:13:01,2023-03-17 00:57:54,2023-03-17 01:00:58,여기여,7.33,카드,user_408
2023-05-05 12:51:15,2023-05-05 14:34:31,2023-05-05 14:44:07,배달왕,17.05,현금,user_218
2023-08-11 03:21:04,2023-08-11 03:47:28,2023-08-11 04:09:14,여기여,3.48,앱결제,user_288
2023-04-02 06:37:32,2023-04-02 07:04:55,2023-04-02 07:03:42,여기여,4.37,앱결제,user_452
2023-05-22 11:27:51,2023-05-22 13:01:32,2023-05-22 12:55:41,배고팡,17.4,현금,user_259
2023-02-10 19:57:22,2023-02-10 21:29:25,2023-02-10 21:36:59,여기여,7.87,앱결제,user_8
2022-10-27 16:30:57,2022-10-27 16:49:55,2022-10-27 17:04:31,여기여,3.61,카드,user_498
2023-02-15 04:16:43,2023-02-15 05:21:05,2023-02-15 05:13:22,여기여,1.34,현금,user_125
2023-03-09 14:08:56,2023-03-09 15:56:48,2023-03-09 16:05:47,여기여,14.68,현금,user_95
2023-05-29 00:39:15,2023-05-29 01:22:24,2023-05-29 01:01:04,배고팡,16.94,현금,user_394
2023-07-10 20:57:41,2023-07-10 22:14:18,2023-07-10 22:19:31,여기여,8.91,앱결제,user_467
2023-04-29 23:53:16,2023-04-30 00:36:18,2023-04-30 00:47:24,여기여,15.82,앱결제,user_84
2023-06-10 13:26:49,2023-06-10 14:10:44,2023-06-10 14:27:47,배달왕,5.22,카드,user_64
2023-06-26 01:43:40,2023-06-26 02:24:16,2023-06-26 02:52:36,배고팡,16.82,현금,user_101
2023-02-05 04:38:01,2023-02-05 06:01:37,2023-02-05 06:00:50,여기여,13.56,현금,user_365
2023-03-29 18:46:36,2023-03-29 19:28:57,2023-03-29 19:58:21,배고팡,15.88,카드,user_435
2023-02-15 10:11:59,2023-02-15 10:41:26,2023-02-15 10:58:02,배고팡,10.29,현금,user_397
2023-06-02 15:00:59,2023-06-02 15:20:00,2023-06-02 15:46:54,여기여,14.48,카드,user_339
2023-06-19 02:52:21,2023-06-19 03:58:46,2023-06-19 03:52:36,여기여,8.15,카드,user_484
2023-06-15 23:14:56,2023-06-16 00:08:21,2023-06-15 23:46:05,배고팡,15.72,카드,user_376
2022-08-23 03:32:17,2022-08-23 04:21:22,2022-08-23 04:13:18,배고팡,19.91,현금,user_189
2023-01-26 23:09:23,2023-01-26 23:32:48,2023-01-26 23:35:33,배고팡,8.37,현금,user_11
2022-09-02 18:21:31,2022-09-02 18:39:35,2022-09-02 19:02:14,배달왕,13.78,카드,user_278
2023-07-23 07:38:37,2023-07-23 08:21:23,2023-07-23 08:05:54,여기여,4.21,카드,user_351
2022-10-02 20:48:21,2022-10-02 21:54:48,2022-10-02 22:09:54,배달왕,3.19,현금,user_254
2023-05-28 15:37:43,2023-05-28 16:09:40,2023-05-28 16:37:05,배달왕,2.35,현금,user_322
2023-04-23 21:57:34,2023-04-23 22:27:18,2023-04-23 22:40:52,배달왕,1.71,카드,user_304
2022-12-17 16:20:51,2022-12-17 16:37:12,2022-12-17 17:07:20,배고팡,4.9,카드,user_9
2023-06-03 22:00:44,2023-06-03 22:47:11,2023-06-03 22:36:23,배고팡,10.89,현금,user_327
2023-05-08 02:27:44,2023-05-08 03:51:02,2023-05-08 03:02:44,여기여,15.59,앱결제,user_25
2023-04-07 10:53:40,2023-04-07 12:39:30,2023-04-07 12:04:06,배달왕,1.31,현금,user_6
2022-12-23 08:24:26,2022-12-23 09:29:39,2022-12-23 08:51:29,여기여,9.57,카드,user_358
2023-08-03 15:44:15,2023-08-03 17:21:06,2023-08-03 16:36:32,배고팡,1.63,앱결제,user_227
2023-08-19 11:25:01,2023-08-19 13:02:24,2023-08-19 13:10:42,배달왕,4.64,앱결제,user_452
2022-09-06 17:32:23,2022-09-06 18:23:52,2022-09-06 18:05:02,배달왕,11.58,카드,user_270
2022-11-05 18:33:19,2022-11-05 19:20:47,2022-11-05 19:05:34,배고팡,8.1,카드,user_373
2023-05-05 05:05:54,2023-05-05 06:00:21,2023-05-05 05:57:47,배고팡,3.29,앱결제,user_4
2023-07-13 10:54:31,2023-07-13 12:26:40,2023-07-13 11:33:04,배고팡,9.14,현금,user_387
2023-03-05 11:44:05,2023-03-05 13:20:11,2023-03-05 13:08:01,배달왕,15.32,현금,user_327
2023-02-04 20:25:04,2023-02-04 21:42:40,2023-02-04 20:51:00,배달왕,17.26,카드,user_378
2023-05-23 22:04:15,2023-05-23 23:16:17,2023-05-23 23:44:12,여기여,1.97,카드,user_469
2022-12-07 15:03:55,2022-12-07 16:19:17,2022-12-07 16:38:16,여기여,14.81,카드,user_463
2023-04-19 16:09:26,2023-04-19 16:36:19,2023-04-19 16:37:04,배고팡,13.04,현금,user_107
2022-09-09 20:09:17,2022-09-09 21:50:38,2022-09-09 22:06:07,여기여,3.4,앱결제,user_79
2023-07-20 10:53:02,2023-07-20 12:17:14,2023-07-20 12:10:40,배고팡,3.85,앱결제,user_68
2022-12-15 08:53:55,2022-12-15 10:12:14,2022-12-15 10:14:13,배고팡,12.42,카드,user_241
2023-04-06 19:56:37,2023-04-06 21:40:37,2023-04-06 20:45:55,여기여,10.26,현금,user_62
2022-11-15 17:14:15,2022-11-15 17:56:41,2022-11-15 17:37:22,여기여,19.21,카드,user_206
2023-01-10 23:33:27,2023-01-11 00:22:34,2023-01-11 00:07:06,배고팡,3.45,앱결제,user_285
2023-08-06 22:34:51,2023-08-06 23:41:15,2023-08-06 23:03:07,여기여,6.46,현금,user_479
2022-09-06 17:47:22,2022-09-06 18:20:15,2022-09-06 18:17:21,배고팡,15.22,카드,user_499
2022-11-16 19:37:10,2022-11-16 21:21:49,2022-11-16 20:36:28,배달왕,11.18,현금,user_116
2022-09-25 12:17:54,2022-09-25 13:39:09,2022-09-25 13:17:50,여기여,0.9,현금,user_252
2023-02-11 23:36:37,2023-02-12 00:03:08,2023-02-12 00:06:39,배고팡,9.91,카드,user_62
2023-07-30 09:03:09,2023-07-30 09:45:29,2023-07-30 09:25:21,배고팡,14.93,현금,user_443
2023-07-15 13:14:49,2023-07-15 13:39:40,2023-07-15 13:41:39,여기여,15.47,현금,user_241
2022-08-29 07:42:26,2022-08-29 09:20:33,2022-08-29 09:29:20,여기여,19.62,카드,user_195
2023-03-14 21:54:08,2023-03-14 23:17:47,2023-03-14 23:44:31,배달왕,3.97,카드,user_119
2022-12-28 15:52:52,2022-12-28 16:57:46,2022-12-28 16:21:55,배고팡,14.25,앱결제,user_368
2023-03-11 20:55:12,2023-03-11 21:26:54,2023-03-11 21:17:51,여기여,16.56,앱결제,user_318
2023-03-09 06:42:07,2023-03-09 08:13:43,2023-03-09 08:43:15,배달왕,3.96,앱결제,user_415
2023-05-07 20:33:08,2023-05-07 21:12:51,2023-05-07 21:30:19,배달왕,4.28,앱결제,user_366
2023-02-01 20:00:59,2023-02-01 21:06:24,2023-02-01 20:57:58,배고팡,18.17,앱결제,user_119
2023-07-04 02:41:31,2023-07-04 03:37:39,2023-07-04 03:45:44,배고팡,14.32,앱결제,user_223
2022-12-24 00:47:23,2022-12-24 01:34:27,2022-12-24 01:09:14,배고팡,17.0,앱결제,user_413
2022-11-20 07:52:16,2022-11-20 09:16:29,2022-11-20 09:16:38,여기여,3.04,앱결제,user_292
2023-06-07 04:29:28,2023-06-07 05:01:20,2023-06-07 04:54:26,배달왕,11.37,현금,user_1
2023-08-16 09:41:01,2023-08-16 11:15:35,2023-08-16 11:25:39,배달왕,4.34,앱결제,user_333
2022-11-05 00:23:21,2022-11-05 01:16:35,2022-11-05 01:37:53,배고팡,15.46,앱결제,user_338
2023-04-11 05:09:07,2023-04-11 06:00:36,2023-04-11 06:28:16,배달왕,18.48,카드,user_420
2023-05-07 07:45:29,2023-05-07 09:14:09,2023-05-07 09:19:26,배고팡,4.72,현금,user_304
2023-04-05 18:03:49,2023-04-05 18:40:04,2023-04-05 18:34:44,여기여,1.59,현금,user_343
2022-08-27 17:43:58,2022-08-27 19:32:13,2022-08-27 19:53:12,배고팡,18.9,현금,user_160
2023-06-10 14:18:23,2023-06-10 15:42:50,2023-06-10 14:39:04,배고팡,19.79,앱결제,user_151
2023-02-09 14:13:50,2023-02-09 15:42:08,2023-02-09 15:20:27,배달왕,11.16,현금,user_95
2023-04-05 22:00:47,2023-04-05 23:13:00,2023-04-05 22:35:53,배고팡,4.15,앱결제,user_265
2022-11-08 04:45:10,2022-11-08 05:23:11,2022-11-08 05:16:14,배달왕,16.79,앱결제,user_120
2023-04-02 14:13:30,2023-04-02 14:45:29,2023-04-02 15:09:20,여기여,2.37,앱결제,user_446
2022-12-15 10:34:49,2022-12-15 10:58:07,2022-12-15 11:08:59,배달왕,12.09,현금,user_303
2022-12-03 14:21:10,2022-12-03 15:58:19,2022-12-03 15:19:23,배달왕,13.54,카드,user_471
2023-01-31 14:04:34,2023-01-31 15:49:05,2023-01-31 15:57:12,배달왕,18.05,앱결제,user_301
2022-10-23 02:12:52,2022-10-23 03:43:25,2022-10-23 03:41:26,배고팡,19.14,현금,user_157
2022-08-27 16:52:53,2022-08-27 18:21:01,2022-08-27 17:25:23,배고팡,3.62,현금,user_137
2022-10-31 18:31:05,2022-10-31 19:18:41,2022-10-31 19:33:05,배달왕,5.55,앱결제,user_264
2023-05-21 02:50:01,2023-05-21 03:59:20,2023-05-21 03:55:44,여기여,18.69,앱결제,user_346
2023-08-20 16:59:36,2023-08-20 17:48:03,2023-08-20 18:14:20,배달왕,7.12,카드,user_369
2023-03-05 17:52:04,2023-03-05 18:49:20,2023-03-05 18:41:22,배달왕,16.65,앱결제,user_398
2023-01-08 00:47:36,2023-01-08 01:22:49,2023-01-08 01:33:16,배고팡,13.2,앱결제,user_242
2023-02-17 18:44:00,2023-02-17 19:50:46,2023-02-17 19:58:25,배고팡,13.45,카드,user_161
2023-06-03 00:59:00,2023-06-03 02:32:17,2023-06-03 02:44:03,배고팡,9.46,현금,user_245
2022-12-29 23:47:19,2022-12-30 00:44:41,2022-12-30 01:09:52,배고팡,12.58,앱결제,user_450
2022-12-14 14:17:51,2022-12-14 15:38:29,2022-12-14 15:19:06,배달왕,11.43,앱결제,user_153
2023-07-31 20:27:39,2023-07-31 21:56:50,2023-07-31 21:29:13,배고팡,2.05,현금,user_299
2023-07-09 16:02:30,2023-07-09 16:55:19,2023-07-09 16:23:48,배고팡,6.65,카드,user_181
2023-04-15 16:48:54,2023-04-15 17:20:25,2023-04-15 17:42:07,배고팡,9.72,현금,user_154
2022-10-10 05:36:12,2022-10-10 07:06:20,2022-10-10 06:25:58,배달왕,11.48,현금,user_107
2023-01-21 16:36:15,2023-01-21 18:10:20,2023-01-21 17:22:36,배달왕,0.81,앱결제,user_414
2022-12-05 08:25:36,2022-12-05 08:57:03,2022-12-05 08:59:57,배달왕,7.76,앱결제,user_404
2023-04-15 00:13:32,2023-04-15 00:50:30,2023-04-15 00:55:28,여기여,16.51,현금,user_255
2023-06-13 18:24:38,2023-06-13 20:05:30,2023-06-13 19:14:16,배고팡,5.15,앱결제,user_104
2023-04-01 06:28:54,2023-04-01 08:15:15,2023-04-01 07:10:53,배고팡,7.14,현금,user_184
2022-12-28 14:29:02,2022-12-28 15:59:19,2022-12-28 15:18:28,여기여,10.25,현금,user_135
2022-11-12 06:31:18,2022-11-12 07:41:10,2022-11-12 07:44:20,배고팡,11.8,카드,user_28
2023-07-08 08:46:44,2023-07-08 09:47:53,2023-07-08 09:07:16,배달왕,17.15,현금,user_214
2023-07-18 04:57:58,2023-07-18 05:53:58,2023-07-18 05:18:44,배고팡,11.83,현금,user_323
2022-11-27 04:46:00,2022-11-27 06:22:14,2022-11-27 06:10:49,배달왕,4.6,현금,user_315
2022-10-31 19:30:06,2022-10-31 21:04:56,2022-10-31 20:32:06,배달왕,16.85,현금,user_89
2023-06-20 09:45:56,2023-06-20 10:27:37,2023-06-20 10:30:09,배고팡,10.12,카드,user_345
2022-09-22 19:50:44,2022-09-22 20:49:54,2022-09-22 20:30:41,여기여,10.85,앱결제,user_383
2023-08-05 14:46:51,2023-08-05 15:44:40,2023-08-05 16:08:41,배달왕,17.3,카드,user_205
2023-08-08 06:31:51,2023-08-08 07:01:07,2023-08-08 07:10:43,배고팡,3.6,앱결제,user_143
2023-02-28 19:20:25,2023-02-28 20:25:56,2023-02-28 20:15:04,여기여,4.53,카드,user_93
2023-07-30 19:28:51,2023-07-30 20:30:35,2023-07-30 20:45:45,배달왕,11.98,현금,user_464
2023-06-16 02:52:23,2023-06-16 04:28:49,2023-06-16 03:27:08,배달왕,11.76,카드,user_331
2023-03-12 05:08:35,2023-03-12 06:09:19,2023-03-12 06:05:09,여기여,16.09,앱결제,user_396
2023-07-29 04:14:21,2023-07-29 05:16:56,2023-07-29 05:36:25,여기여,10.8,현금,user_162
2022-10-22 20:13:05,2022-10-22 21:33:54,2022-10-22 20:42:41,여기여,17.97,앱결제,user_10
2022-10-01 00:11:00,2022-10-01 01:08:27,2022-10-01 00:55:25,배달왕,1.72,현금,user_304
2023-06-23 01:36:25,2023-06-23 02:53:46,2023-06-23 02:06:30,배달왕,17.8,현금,user_168
2023-05-09 10:47:14,2023-05-09 11:32:12,2023-05-09 11:56:44,여기여,1.54,현금,user_500
2022-09-09 05:23:20,2022-09-09 06:04:17,2022-09-09 06:24:17,배달왕,3.4,현금,user_161
2022-09-07 00:02:05,2022-09-07 01:15:59,2022-09-07 00:30:49,배고팡,6.08,카드,user_56
2022-09-25 14:03:24,2022-09-25 14:44:13,2022-09-25 14:29:02,여기여,19.72,앱결제,user_417
2022-12-02 13:42:32,2022-12-02 15:00:30,2022-12-02 15:06:07,여기여,6.96,앱결제,user_368
2022-11-18 22:14:33,2022-11-18 22:44:57,2022-11-18 22:52:34,배달왕,15.31,카드,user_295
2023-02-17 17:14:11,2023-02-17 18:53:50,2023-02-17 18:41:35,여기여,0.58,카드,user_367
2022-11-17 15:03:53,2022-11-17 15:50:08,2022-11-17 15:42:49,여기여,15.88,앱결제,user_350
2023-03-15 14:20:07,2023-03-15 15:40:09,2023-03-15 15:30:28,여기여,11.65,현금,user_430
2022-09-08 21:50:58,2022-09-08 23:16:36,2022-09-08 23:02:46,배고팡,6.46,앱결제,user_476
2022-10-10 17:25:41,2022-10-10 18:17:52,2022-10-10 18:22:17,여기여,12.13,앱결제,user_444
2023-04-16 13:49:27,2023-04-16 14:12:12,2023-04-16 14:23:49,배고팡,18.55,카드,user_209
2022-11-19 18:52:34,2022-11-19 20:30:20,2022-11-19 20:34:02,여기여,7.19,현금,user_96
2023-03-20 21:44:01,2023-03-20 23:12:44,2023-03-20 22:24:48,배달왕,13.7,현금,user_23
2022-10-01 20:39:56,2022-10-01 22:24:54,2022-10-01 21:10:17,배달왕,10.26,현금,user_290
2022-10-20 10:45:51,2022-10-20 12:30:19,2022-10-20 12:54:07,배고팡,9.54,현금,user_255
2023-08-15 08:04:17,2023-08-15 09:06:45,2023-08-15 08:24:23,여기여,17.67,앱결제,user_79
2022-11-22 08:19:08,2022-11-22 09:39:00,2022-11-22 08:45:55,배달왕,1.37,카드,user_223
2022-12-18 23:29:08,2022-12-19 00:35:10,2022-12-19 00:54:07,여기여,1.01,앱결제,user_379
2023-06-09 23:04:08,2023-06-10 00:42:19,2023-06-10 00:39:32,여기여,6.14,카드,user_382
2023-06-26 19:54:37,2023-06-26 21:30:24,2023-06-26 20:25:56,배달왕,16.0,현금,user_476
2023-05-11 01:55:20,2023-05-11 02:49:16,2023-05-11 02:39:16,배달왕,4.11,카드,user_468
2023-06-28 05:06:05,2023-06-28 06:56:02,2023-06-28 06:43:58,배고팡,18.97,카드,user_318
2023-05-19 11:36:16,2023-05-19 12:44:47,2023-05-19 12:56:02,배달왕,3.41,앱결제,user_244
2023-02-23 12:40:02,2023-02-23 13:00:58,2023-02-23 13:22:59,여기여,2.6,현금,user_421
2023-05-04 21:11:27,2023-05-04 22:41:31,2023-05-04 21:55:09,배달왕,5.12,현금,user_465
2023-03-22 21:29:40,2023-03-22 23:03:46,2023-03-22 22:49:38,배고팡,4.88,카드,user_302
2023-01-29 14:16:42,2023-01-29 14:44:42,2023-01-29 14:36:57,여기여,0.59,현금,user_499
2023-06-07 02:44:43,2023-06-07 03:26:20,2023-06-07 03:47:59,배달왕,11.1,현금,user_382
2023-03-24 12:40:12,2023-03-24 14:26:24,2023-03-24 13:28:39,여기여,19.6,카드,user_368
2022-10-13 18:55:51,2022-10-13 20:09:40,2022-10-13 20:02:13,배달왕,18.87,현금,user_423
2023-06-14 14:33:46,2023-06-14 15:39:30,2023-06-14 15:44:05,여기여,9.67,현금,user_207
2023-06-11 22:57:21,2023-06-12 00:10:19,2023-06-11 23:58:13,배달왕,6.02,현금,user_292
2023-08-21 09:02:55,2023-08-21 09:41:04,2023-08-21 10:01:20,배달왕,17.02,현금,user_309
2022-12-08 21:10:51,2022-12-08 22:39:46,2022-12-08 21:39:27,여기여,15.32,현금,user_64
2023-01-14 00:25:05,2023-01-14 00:59:42,2023-01-14 01:22:30,배달왕,4.71,현금,user_16
2022-08-24 06:00:33,2022-08-24 07:22:37,2022-08-24 07:52:38,여기여,19.45,앱결제,user_320
2022-11-28 02:42:45,2022-11-28 04:20:07,2022-11-28 04:49:14,배달왕,19.37,현금,user_477
2023-07-25 05:38:32,2023-07-25 06:03:56,2023-07-25 06:07:53,배고팡,11.0,현금,user_172
2023-02-09 03:16:06,2023-02-09 04:05:50,2023-02-09 03:37:48,배달왕,10.16,현금,user_236
2023-05-10 03:58:29,2023-05-10 05:40:48,2023-05-10 05:46:22,배고팡,1.4,카드,user_396
2022-11-27 08:43:47,2022-11-27 10:22:15,2022-11-27 09:44:40,배달왕,5.49,앱결제,user_358
2023-02-13 10:52:55,2023-02-13 11:38:56,2023-02-13 11:30:00,배고팡,16.05,현금,user_385
2023-02-20 11:29:04,2023-02-20 12:54:37,2023-02-20 13:18:18,여기여,19.39,현금,user_324
2022-10-01 22:08:43,2022-10-01 23:22:46,2022-10-01 23:44:00,배고팡,8.09,현금,user_80
2023-04-21 06:51:21,2023-04-21 07:51:42,2023-04-21 07:18:56,배고팡,3.06,카드,user_477
2023-01-20 02:02:19,2023-01-20 03:43:34,2023-01-20 03:28:02,배고팡,1.87,앱결제,user_31
