시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
전라북도,부안군,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,110,200,350,700,1000,1600,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,110,200,350,700,1000,1600,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
경상남도,산청군,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,600,0,1500,0,0,0,0,0,환경위생과,055-970-7163,2022-11-18,5450000,경상남도 산청군
경상북도,포항시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,130,220,450,900,0,2250,0,3370,0,0,0,자원순환과,054-270-3156,2022-06-09,5020000,경상북도 포항시
경상북도,구미시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0,자원순환과,054-480-5206,2022-06-28,5080000,경상북도 구미시
경상북도,구미시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,자원순환과,054-480-5206,2022-06-28,5080000,경상북도 구미시
경상북도,구미시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,자원순환과,054-480-5206,2022-06-28,5080000,경상북도 구미시
경상북도,구미시,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,자원순환과,054-480-5206,2022-06-28,5080000,경상북도 구미시
경기도,구리시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,140,260,510,0,1250,0,1860,2470,0,0,자원행정과,031-550-2251,2022-05-23,3980000,경기도 구리시
제주특별자치도,제주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,700,1050,0,0,0,0,0,0,생활환경과,064-728-3154,2022-06-17,6510000,제주특별자치도 제주시
제주특별자치도,제주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,생활환경과,064-728-3154,2022-06-17,6510000,제주특별자치도 제주시
전라북도,순창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,190,380,560,900,0,0,2000,0,0,환경수도과,063-650-1725,2022-06-15,4770000,전라북도 순창군
경기도,양평군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,790,1550,0,0,0,0,0,0,0,환경과,031-770-2252,2022-05-30,4170000,경기도 양평군
강원도,인제군,규격봉투,소각용,생활쓰레기,가정용,0,0,40,0,60,90,150,300,0,740,0,0,1470,1700,0,환경보호과,033-460-2063,2022-06-07,4330000,강원도 인제군
강원도,인제군,규격봉투,매립용,생활쓰레기,가정용,0,0,40,0,60,90,150,300,0,740,0,0,1470,1700,0,환경보호과,033-460-2063,2022-06-07,4330000,강원도 인제군
대전광역시,대덕구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,170,330,660,0,1650,0,2480,0,0,0,기후환경과,042-608-6834,2022-06-09,3680000,대전광역시 대덕구
대전광역시,대덕구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,330,660,0,0,0,0,0,0,0,기후환경과,042-608-6834,2022-06-09,3680000,대전광역시 대덕구
대전광역시,대덕구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2630,0,0,0,0,0,기후환경과,042-608-6834,2022-06-09,3680000,대전광역시 대덕구
부산광역시,영도구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,청소행정과,051-419-4434,2022-05-30,3280000,부산광역시 영도구
경기도,양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,150,300,600,0,1500,0,2250,0,0,0,양주시 청소행정과,031-8082-6903,2022-05-30,5590000,경기도 양주시
경기도,양주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1000,2000,0,5000,0,0,0,0,0,양주시 청소행정과,031-8082-6903,2022-05-30,5590000,경기도 양주시
경기도,양주시,규격봉투,매립용,음식물쓰레기,가정용,30,0,0,0,90,150,300,600,0,0,0,0,0,0,0,양주시 청소행정과,031-8082-6903,2022-05-30,5590000,경기도 양주시
전라남도,곡성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,310,530,0,1270,0,1970,0,0,0,환경과,061-360-8521,2023-04-04,4860000,전라남도 곡성군
경상북도,예천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,80,150,300,0,720,0,1080,0,0,0,환경관리과,054-650-6194,2023-03-30,5230000,경상북도 예천군
경상북도,예천군,규격봉투,소각용,음식물쓰레기,가정용,0,0,60,0,90,150,300,600,0,0,0,0,0,0,0,환경관리과,054-650-6194,2023-03-30,5230000,경상북도 예천군
대구광역시,북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,850,1400,0,2080,0,0,0,대구광역시 북구 자원순환과,053-665-2585,2023-03-28,3450000,대구광역시 북구
전라남도,영암군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,230,460,0,1160,0,1730,2310,0,0,환경기후과,061-470-2336,2023-03-28,4940000,전라남도 영암군
경상남도,남해군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,1000,0,0,0,0,0,남해군청 환경과,055-860-3263,2023-03-27,5430000,경상남도 남해군
광주광역시,광산구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,청소행정과,062-960-8486,2023-03-24,3630000,광주광역시 광산구
서울특별시,마포구,특수규격마대,기타,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,자원순환과,02-3153-9224,2023-03-22,3130000,서울특별시 마포구
서울특별시,마포구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,자원순환과,02-3153-9224,2023-03-22,3130000,서울특별시 마포구
서울특별시,마포구,규격봉투,매립용,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,자원순환과,02-3153-9224,2023-03-22,3130000,서울특별시 마포구
서울특별시,마포구,규격봉투,매립용,음식물쓰레기,사업장용,0,0,0,0,0,0,1400,2800,0,0,0,0,0,0,0,자원순환과,02-3153-9224,2023-03-22,3130000,서울특별시 마포구
서울특별시,마포구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,자원순환과,02-3153-9224,2023-03-22,3130000,서울특별시 마포구
경상북도,영주시,규격봉투,기타,음식물쓰레기,가정용,0,0,60,0,90,150,300,600,0,0,0,0,0,0,0,환경보호과,054-639-6775,2022-06-01,5090000,경상북도 영주시
경상북도,영천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,0,0,0,0,0,0,0,자원순환과,054-330-6193,2022-06-24,5100000,경상북도 영천시
경상북도,영천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,0,900,0,1350,1800,0,0,자원순환과,054-330-6193,2022-06-24,5100000,경상북도 영천시
경상북도,안동시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,80,150,300,0,720,0,0,1440,0,0,자원순환과,054-840-5291,2022-06-30,5070000,경상북도 안동시
경상북도,안동시,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,60,80,150,300,0,0,0,0,0,0,0,자원순환과,054-840-5291,2022-06-30,5070000,경상북도 안동시
경상북도,안동시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,150,300,0,0,0,0,0,0,0,자원순환과,054-840-5291,2022-06-30,5070000,경상북도 안동시
경상북도,안동시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,150,0,0,0,0,0,0,0,0,자원순환과,054-840-5291,2022-06-30,5070000,경상북도 안동시
충청북도,단양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,300,0,800,0,0,1400,0,0,환경과,043-420-2684,2022-06-17,4480000,충청북도 단양군
충청북도,단양군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,환경과,043-420-2684,2022-06-17,4480000,충청북도 단양군
부산광역시,강서구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,270,510,780,1240,0,1830,0,0,0,청소행정과,051-970-4434,2022-06-10,3360000,부산광역시 강서구
강원도,홍천군,규격봉투,기타,음식물쓰레기,가정용,0,0,45,0,70,120,230,450,0,0,0,0,0,0,0,환경과,033-430-2633,2022-06-22,4250000,강원도 홍천군
강원도,홍천군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,450,0,1110,0,0,2200,0,0,환경과,033-430-2633,2022-06-22,4250000,강원도 홍천군
강원도,홍천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,230,450,0,0,0,0,0,0,0,환경과,033-430-2633,2022-06-22,4250000,강원도 홍천군
경상북도,경산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,220,430,0,1050,0,0,2090,0,0,자원순환과,053-810-6056,2022-06-14,5130000,경상북도 경산시
대구광역시,달성군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,150,290,560,850,1400,0,2080,2770,0,0,청소위생과,053-668-2713,2022-06-10,3480000,대구광역시 달성군
전라남도,화순군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,100,190,380,0,920,0,0,0,0,0,환경과,061-379-3604,2022-06-14,4900000,전라남도 화순군
경기도,안산시,규격봉투,매립용,음식물쓰레기,가정용,40,0,60,0,90,130,250,500,0,1200,0,0,2400,0,0,자원순환과,031-481-3530,2022-08-20,3930000,경기도 안산시
서울특별시,중랑구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-2094-1947,2022-08-30,3060000,서울특별시 중랑구
서울특별시,중랑구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,청소행정과,02-2094-1947,2022-08-30,3060000,서울특별시 중랑구
서울특별시,중랑구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,청소행정과,02-2094-1947,2022-08-30,3060000,서울특별시 중랑구
서울특별시,중랑구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-2094-1947,2022-08-30,3060000,서울특별시 중랑구
인천광역시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2300,3060,0,0,환경보호과,032-760-7410,2022-08-30,3490000,인천광역시 중구
인천광역시,중구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2300,3060,0,0,환경보호과,032-760-7410,2022-08-30,3490000,인천광역시 중구
인천광역시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,310,620,0,0,0,0,0,0,0,환경보호과,032-760-7410,2022-08-30,3490000,인천광역시 중구
서울특별시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,0,0,490,0,0,0,0,0,0,0,청소행정과,02-3396-5459,2023-04-10,3010000,서울특별시 중구
서울특별시,중구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,청소행정과,02-3396-5459,2023-04-10,3010000,서울특별시 중구
서울특별시,중구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2000,0,3000,4000,0,0,청소행정과,02-3396-5459,2023-04-10,3010000,서울특별시 중구
충청남도,아산시,규격봉투,소각용,생활쓰레기,가정용,20,0,40,0,60,100,180,350,0,850,0,1300,0,0,0,아산시시설관리공단 환경시설팀,041-538-1921,2023-03-28,4520000,충청남도 아산시
대구광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,850,1400,0,2080,0,0,0,청소자원과,053-662-2736,2023-04-05,3420000,대구광역시 동구
서울특별시,성동구,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,청소행정과,02-2286-5528,2022-06-17,3030000,서울특별시 성동구
서울특별시,성동구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,청소행정과,02-2286-5528,2022-06-17,3030000,서울특별시 성동구
서울특별시,성동구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,0,0,0,0,0,0,0,청소행정과,02-2286-5528,2022-06-17,3030000,서울특별시 성동구
서울특별시,성동구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,0,0,0,0,0,0,0,청소행정과,02-2286-5528,2022-06-17,3030000,서울특별시 성동구
전라남도,진도군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,140,260,390,650,0,0,0,0,0,환경산림과,061-540-3763,2022-06-17,5000000,전라남도 진도군
전라북도,완주군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,220,420,0,1100,0,1450,0,0,0,환경과,063-290-2618,2022-11-24,4720000,전라북도 완주군
전라북도,남원시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,160,280,410,700,0,0,0,0,0,전라북도 남원시 환경과,063-620-6244,2022-11-29,4700000,전라북도 남원시
전라북도,남원시,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,160,280,410,700,0,0,0,0,0,전라북도 남원시 환경과,063-620-6244,2022-11-29,4700000,전라북도 남원시
전라남도,목포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,210,400,600,990,0,1470,1950,0,0,자원순환과,061-270-8561,2022-11-29,4800000,전라남도 목포시
서울특별시,서초구,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,0,130,250,490,0,1250,0,0,0,0,0,청소행정과,02-2155-6723,2022-11-30,3210000,서울특별시 서초구
서울특별시,서초구,규격봉투,소각용,생활쓰레기,영업용,0,0,0,0,0,0,0,520,0,1330,0,2000,0,0,0,청소행정과,02-2155-6723,2022-11-30,3210000,서울특별시 서초구
서울특별시,서초구,규격봉투,기타,음식물쓰레기,가정용,100,0,200,0,300,500,1000,2000,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2022-11-30,3210000,서울특별시 서초구
서울특별시,서초구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2022-11-30,3210000,서울특별시 서초구
서울특별시,서초구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,청소행정과,02-2155-6723,2022-11-30,3210000,서울특별시 서초구
부산광역시,연제구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,130,200,390,770,1150,1860,0,2770,3680,0,0,자원순환과,051-665-4436,2022-11-24,3370000,부산광역시 연제구
경기도,군포시,규격봉투,소각용,생활쓰레기,가정용,50,0,0,0,140,240,450,900,0,2220,0,3330,0,0,0,위생자원과,031-390-0353,2022-11-22,4020000,경기도 군포시
경기도,군포시,규격봉투,소각용,음식물쓰레기,가정용,50,0,100,0,0,250,800,1600,0,0,0,0,0,0,0,위생자원과,031-390-0353,2022-11-22,4020000,경기도 군포시
경기도,군포시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,3330,0,5000,0,0,0,위생자원과,031-390-0353,2022-11-22,4020000,경기도 군포시
경기도,군포시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,2500,5000,0,0,0,0,0,0,0,위생자원과,031-390-0353,2022-11-22,4020000,경기도 군포시
경상북도,군위군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,130,240,0,600,0,0,1190,0,0,환경위생과,054-380-7983,2022-11-26,5140000,경상북도 군위군
경상남도,하동군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0,환경보호과,055-880-2584,2022-11-30,5440000,경상남도 하동군
경상남도,산청군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,80,120,230,450,0,1130,0,1690,0,0,0,환경위생과,055-970-7163,2022-11-18,5450000,경상남도 산청군
경상남도,산청군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,120,230,450,0,1130,0,1690,0,0,0,환경위생과,055-970-7163,2022-11-18,5450000,경상남도 산청군
경상남도,산청군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,600,0,1500,0,0,0,0,0,환경위생과,055-970-7163,2022-11-18,5450000,경상남도 산청군
충청북도,보은군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,80,140,270,0,650,0,1000,1300,0,0,환경위생과,043-540-3265,2022-07-12,4420000,충청북도 보은군
전라남도,보성군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,140,260,0,640,0,950,0,0,0,환경생태과,061-850-5344,2022-07-12,4890000,전라남도 보성군
부산광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-440-4438,2022-07-12,3270000,부산광역시 동구
부산광역시,동구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,3470,0,0,0,0,0,자원순환과,051-440-4438,2022-07-12,3270000,부산광역시 동구
부산광역시,동구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-440-4438,2022-07-12,3270000,부산광역시 동구
부산광역시,동구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2270,0,3530,0,0,0,자원순환과,051-440-4438,2022-07-12,3270000,부산광역시 동구
대구광역시,수성구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,0,1400,0,2080,0,0,0,자원순환과,053-666-2716,2022-07-08,3460000,대구광역시 수성구
경기도,과천시,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,70,120,230,440,0,1100,0,0,2200,0,0,환경위생과,02-3677-2253,2022-07-09,3970000,경기도 과천시
경기도,과천시,규격봉투,소각용,음식물쓰레기,가정용,30,0,60,0,70,120,230,440,0,1100,0,0,0,0,0,환경위생과,02-3677-2253,2022-07-09,3970000,경기도 과천시
경기도,과천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,440,0,0,0,0,0,0,0,환경위생과,02-3677-2253,2022-07-09,3970000,경기도 과천시
강원도,삼척시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,환경과,033-570-3338,2022-07-07,4240000,강원도 삼척시
강원도,삼척시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,50,80,150,290,0,0,0,0,0,0,0,환경과,033-570-3338,2022-07-07,4240000,강원도 삼척시
강원도,삼척시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,150,290,0,710,0,1100,0,0,0,환경과,033-570-3338,2022-07-07,4240000,강원도 삼척시
경상남도,거창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0,환경과,055-940-3500,2022-06-30,5470000,경상남도 거창군
전라북도,장수군,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
